Orthogroup	pbar_genome.OGS.1.2.maker.proteins	acep_genome.OGS.1.2.maker.proteins
OG0009059	PBAR_PB12552-RA	ACEP_ACEP_00013434-RA
OG0009060	PBAR_PB12554-RA	ACEP_ACEP_00013437-RA
OG0009061	PBAR_PB12582-RA	ACEP_ACEP_00013427-RA
OG0009062	PBAR_PB12579-RA	ACEP_ACEP_00013421-RA
OG0009063	PBAR_pbar_RpS20-1	ACEP_ACEP_00013426-RA
OG0009064	PBAR_PB12569-RA	ACEP_ACEP_00013418-RA
OG0009065	PBAR_PB12571-RA	ACEP_ACEP_00013424-RA
OG0009066	PBAR_PB12568-RA	ACEP_ACEP_00013417-RA
OG0009067	PBAR_PB12581-RA	ACEP_ACEP_00013416-RA
OG0009068	PBAR_PB12570-RA	ACEP_ACEP_00013408-RA
OG0009069	PBAR_PB12577-RA	ACEP_ACEP_00013410-RA
OG0009070	PBAR_PB12573-RA	ACEP_ACEP_00013409-RA
OG0009071	PBAR_PB26367-RA	ACEP_ACEP_00018104-RA
OG0009072	PBAR_PB12607-RA	ACEP_ACEP_00018105-RA
OG0009073	PBAR_PB12572-RA	ACEP_ACEP_00013400-RA
OG0009074	PBAR_PB18360-RA	ACEP_ACEP_00013367-RA
OG0009075	PBAR_PB18348-RA	ACEP_ACEP_00013366-RA
OG0009076	PBAR_PB18363-RA	ACEP_ACEP_00013365-RA
OG0009077	PBAR_PB18353-RA	ACEP_ACEP_00013364-RA
OG0009078	PBAR_PB19784-RA	ACEP_ACEP_00013354-RA
OG0009079	PBAR_PB19776-RA	ACEP_ACEP_00013353-RA
OG0009080	PBAR_PB18349-RA	ACEP_ACEP_00013361-RA
OG0009081	PBAR_PB15729-RA	ACEP_ACEP_00016507-RA
OG0009082	PBAR_CG_02546197	ACEP_ACEP_00016393-RA
OG0009083	PBAR_PB22448-RA	ACEP_ACEP_00016704-RA
OG0009084	PBAR_PB24398-RA	ACEP_ACEP_00016615-RA
OG0009085	PBAR_PB15788-RA	ACEP_ACEP_00015334-RA
OG0009086	PBAR_pbar_Atg5-1	ACEP_ACEP_00015331-RA
OG0009087	PBAR_PB15790-RA	ACEP_ACEP_00015330-RA
OG0009088	PBAR_PB26559-RA	ACEP_ACEP_00015327-RA
OG0009089	PBAR_PB15803-RA	ACEP_ACEP_00015325-RA
OG0009090	PBAR_PB15797-RA	ACEP_ACEP_00015323-RA
OG0009091	PBAR_pbar_nemy-1	ACEP_ACEP_00015322-RA
OG0009092	PBAR_PB15798-RA	ACEP_ACEP_00015320-RA
OG0009093	PBAR_PB15796-RA	ACEP_ACEP_00015319-RA
OG0009094	PBAR_PB15811-RA	ACEP_ACEP_00015314-RA
OG0009095	PBAR_PB15799-RA	ACEP_ACEP_00015316-RA
OG0009096	PBAR_maker-pbar_scf7180000350176-augustus-gene-5.6-mRNA-1	ACEP_ACEP_00015311-RA
OG0009097	PBAR_PB10264-RA	ACEP_ACEP_00015308-RA
OG0009098	PBAR_PB17173-RA	ACEP_ACEP_00015306-RA
OG0009099	PBAR_PB17171-RA	ACEP_ACEP_00015304-RA
OG0009100	PBAR_PB10263-RA	ACEP_ACEP_00015307-RA
OG0009101	PBAR_Pbar_Cox6a1_like_A-1	ACEP_ACEP_00015310-RA
OG0009102	PBAR_PB14445-RA	ACEP_ACEP_00015296-RA
OG0009103	PBAR_PB14495-RA	ACEP_ACEP_00015301-RA
OG0009104	PBAR_PB14494-RA	ACEP_ACEP_00015298-RA
OG0009105	PBAR_PB14485-RA	ACEP_ACEP_00015300-RA
OG0009106	PBAR_PB14451-RA	ACEP_ACEP_00015297-RA
OG0009107	PBAR_PB14444-RA	ACEP_ACEP_00015295-RA
OG0009108	PBAR_PB14443-RA	ACEP_ACEP_00015293-RA
OG0009109	PBAR_Pbar_foxo-RA	ACEP_ACEP_00016096-RA
OG0009110	PBAR_PB24721-RA	ACEP_ACEP_00016093-RA
OG0009111	PBAR_PB24723-RA	ACEP_ACEP_00016092-RA
OG0009112	PBAR_PB24722-RA	ACEP_ACEP_00016094-RA
OG0009113	PBAR_PB24724-RA	ACEP_ACEP_00016084-RA
OG0009114	PBAR_PB16202-RA	ACEP_ACEP_00016083-RA
OG0009115	PBAR_snap_masked-pbar_scf7180000350332-abinit-gene-3.228-mRNA-1	ACEP_ACEP_00014381-RA
OG0009116	PBAR_PB18115-RA	ACEP_ACEP_00014374-RA
OG0009117	PBAR_maker-pbar_scf7180000350332-snap-gene-3.34-mRNA-1	ACEP_ACEP_00014375-RA
OG0009118	PBAR_PB18103-RA	ACEP_ACEP_00014368-RA
OG0009119	PBAR_PB18107-RA	ACEP_ACEP_00014369-RA
OG0009120	PBAR_PB18105-RA	ACEP_ACEP_00014367-RA
OG0009121	PBAR_PB18104-RA	ACEP_ACEP_00014365-RA
OG0009122	PBAR_PB18094-RA	ACEP_ACEP_00014363-RA
OG0009123	PBAR_PB18095-RA	ACEP_ACEP_00014359-RA
OG0009124	PBAR_PB18096-RA	ACEP_ACEP_00014357-RA
OG0009125	PBAR_PB18097-RA	ACEP_ACEP_00014349-RA
OG0009126	PBAR_PB18102-RA	ACEP_ACEP_00014350-RA
OG0009127	PBAR_PB18090-RA	ACEP_ACEP_00014345-RA
OG0009128	PBAR_PB18087-RA	ACEP_ACEP_00014344-RA
OG0009129	PBAR_PB21954-RA	ACEP_ACEP_00016298-RA
OG0009130	PBAR_PB16172-RA	ACEP_ACEP_00016297-RA
OG0009131	PBAR_PB12830-RA	ACEP_ACEP_00011412-RA
OG0009132	PBAR_PB12831-RA	ACEP_ACEP_00011411-RA
OG0009133	PBAR_PB12824-RA	ACEP_ACEP_00011400-RA
OG0009134	PBAR_PB12823-RA	ACEP_ACEP_00011401-RA
OG0009135	PBAR_PB12825-RA	ACEP_ACEP_00011404-RA
OG0009136	PBAR_pbar_STAG3_like-1	ACEP_ACEP_00011402-RA
OG0009137	PBAR_PB12819-RA	ACEP_ACEP_00011395-RA
OG0009138	PBAR_PB12818-RA	ACEP_ACEP_00011394-RA
OG0009139	PBAR_PB16856-RA	ACEP_ACEP_00011388-RA
OG0009140	PBAR_PB12820-RA	ACEP_ACEP_00011397-RA
OG0009141	PBAR_PB16862-RA	ACEP_ACEP_00011391-RA
OG0009142	PBAR_Pbar_Ndufa2_like-1	ACEP_ACEP_00011382-RA
OG0009143	PBAR_PB16857-RA	ACEP_ACEP_00011393-RA
OG0009144	PBAR_PB16858-RA	ACEP_ACEP_00011390-RA
OG0009145	PBAR_PB16860-RA	ACEP_ACEP_00011389-RA
OG0009146	PBAR_PB12817-RA	ACEP_ACEP_00011396-RA
OG0009147	PBAR_PB13977-RA	ACEP_ACEP_00011386-RA
OG0009148	PBAR_PB13974-RA	ACEP_ACEP_00011387-RA
OG0009149	PBAR_PB16859-RA	ACEP_ACEP_00011392-RA
OG0009150	PBAR_PB13978-RA	ACEP_ACEP_00011376-RA
OG0009151	PBAR_PB16955-RA	ACEP_ACEP_00011369-RA
OG0009152	PBAR_PB16948-RA	ACEP_ACEP_00011370-RA
OG0009153	PBAR_PB16938-RA	ACEP_ACEP_00011366-RA
OG0009154	PBAR_PB16951-RA	ACEP_ACEP_00011371-RA
OG0009155	PBAR_PB13984-RA	ACEP_ACEP_00011372-RA
OG0009156	PBAR_PB16939-RA	ACEP_ACEP_00011361-RA
OG0009157	PBAR_PB16941-RA	ACEP_ACEP_00011364-RA
OG0009158	PBAR_PB16936-RA	ACEP_ACEP_00011358-RA
OG0009159	PBAR_PB16932-RA	ACEP_ACEP_00011356-RA
OG0009160	PBAR_PB16927-RA	ACEP_ACEP_00011345-RA
OG0009161	PBAR_PB16907-RA	ACEP_ACEP_00011341-RA
OG0009162	PBAR_PB16913-RA	ACEP_ACEP_00011339-RA
OG0009163	PBAR_PB16916-RA	ACEP_ACEP_00011340-RA
OG0009164	PBAR_PB16923-RA	ACEP_ACEP_00011344-RA
OG0009165	PBAR_PB16909-RA	ACEP_ACEP_00011342-RA
OG0009166	PBAR_PB16915-RA	ACEP_ACEP_00011332-RA
OG0009167	PBAR_PB16919-RA	ACEP_ACEP_00011328-RA
OG0009168	PBAR_PB16908-RA	ACEP_ACEP_00011329-RA
OG0009169	PBAR_PB16906-RA	ACEP_ACEP_00011333-RA
OG0009170	PBAR_PB16914-RA	ACEP_ACEP_00011330-RA
OG0009171	PBAR_PB16911-RA	ACEP_ACEP_00011327-RA
OG0009172	PBAR_PB16918-RA	ACEP_ACEP_00011337-RA
OG0009173	PBAR_PB16910-RA	ACEP_ACEP_00011338-RA
OG0009174	PBAR_PB16917-RA	ACEP_ACEP_00011336-RA
OG0009175	PBAR_PB16905-RA	ACEP_ACEP_00011320-RA
OG0009176	PBAR_PB16902-RA	ACEP_ACEP_00011321-RA
OG0009177	PBAR_PB16901-RA	ACEP_ACEP_00011322-RA
OG0009178	PBAR_PB16900-RA	ACEP_ACEP_00011323-RA
OG0009179	PBAR_PB16897-RA	ACEP_ACEP_00011315-RA
OG0009180	PBAR_PB16903-RA	ACEP_ACEP_00011318-RA
OG0009181	PBAR_PB16899-RA	ACEP_ACEP_00011314-RA
OG0009182	PBAR_PB16898-RA	ACEP_ACEP_00011316-RA
OG0009183	PBAR_PB16896-RA	ACEP_ACEP_00011313-RA
OG0009184	PBAR_PB16904-RA	ACEP_ACEP_00011319-RA
OG0009185	PBAR_PB16893-RA	ACEP_ACEP_00011311-RA
OG0009186	PBAR_PB16895-RA	ACEP_ACEP_00011307-RA
OG0009187	PBAR_PB16888-RA	ACEP_ACEP_00011300-RA
OG0009188	PBAR_PB16892-RA	ACEP_ACEP_00011302-RA
OG0009189	PBAR_PB16890-RA	ACEP_ACEP_00011303-RA
OG0009190	PBAR_PB16894-RA	ACEP_ACEP_00011309-RA
OG0009191	PBAR_PB16886-RA	ACEP_ACEP_00011295-RA
OG0009192	PBAR_PB26614-RA	ACEP_ACEP_00011297-RA
OG0009193	PBAR_PB16881-RA	ACEP_ACEP_00011288-RA
OG0009194	PBAR_PB16885-RA	ACEP_ACEP_00011290-RA
OG0009195	PBAR_PB16880-RA	ACEP_ACEP_00011287-RA
OG0009196	PBAR_PB16884-RA	ACEP_ACEP_00011291-RA
OG0009197	PBAR_PB16879-RA	ACEP_ACEP_00011289-RA
OG0009198	PBAR_PB16882-RA	ACEP_ACEP_00011294-RA
OG0009199	PBAR_PB16877-RA	ACEP_ACEP_00011286-RA
OG0009200	PBAR_PB16863-RA	ACEP_ACEP_00011284-RA
OG0009201	PBAR_PB16872-RA	ACEP_ACEP_00011280-RA
OG0009202	PBAR_Pbar_Uqcrb_like_B-1	ACEP_ACEP_00011276-RA
OG0009203	PBAR_PB16869-RA	ACEP_ACEP_00011278-RA
OG0009204	PBAR_PB25214-RA	ACEP_ACEP_00011274-RA
OG0009205	PBAR_PB25208-RA	ACEP_ACEP_00011270-RA
OG0009206	PBAR_PB25207-RA	ACEP_ACEP_00011273-RA
OG0009207	PBAR_PB25206-RA	ACEP_ACEP_00011271-RA
OG0009208	PBAR_PB25205-RA	ACEP_ACEP_00011268-RA
OG0009209	PBAR_PB25203-RA	ACEP_ACEP_00011266-RA
OG0009210	PBAR_PB25204-RA	ACEP_ACEP_00011267-RA
OG0009211	PBAR_PB25189-RA	ACEP_ACEP_00011261-RA
OG0009212	PBAR_PB25192-RA	ACEP_ACEP_00011262-RA
OG0009213	PBAR_PB25194-RA	ACEP_ACEP_00011263-RA
OG0009214	PBAR_PB25193-RA	ACEP_ACEP_00011264-RA
OG0009215	PBAR_PB25190-RA	ACEP_ACEP_00011260-RA
OG0009216	PBAR_PB25183-RA	ACEP_ACEP_00011254-RA
OG0009217	PBAR_PB25185-RA	ACEP_ACEP_00011255-RA
OG0009218	PBAR_PB25179-RA	ACEP_ACEP_00011251-RA
OG0009219	PBAR_PB25181-RA	ACEP_ACEP_00011252-RA
OG0009220	PBAR_PB13514-RA	ACEP_ACEP_00011246-RA
OG0009221	PBAR_PB25175-RA	ACEP_ACEP_00017828-RA
OG0009222	PBAR_PB25173-RA	ACEP_ACEP_00011249-RA
OG0009223	PBAR_Pbar_Rheb-1	ACEP_ACEP_00011248-RA
OG0009224	PBAR_PB25172-RA	ACEP_ACEP_00011250-RA
OG0009225	PBAR_PB16997-RA	ACEP_ACEP_00011243-RA
OG0009226	PBAR_PB13508-RA	ACEP_ACEP_00011244-RA
OG0009227	PBAR_PB17683-RA	ACEP_ACEP_00011238-RA
OG0009228	PBAR_PB11248-RA	ACEP_ACEP_00011237-RA
OG0009229	PBAR_PB12374-RA	ACEP_ACEP_00016622-RA
OG0009230	PBAR_PB10248-RA	ACEP_ACEP_00016623-RA
OG0009231	PBAR_PB23913-RA	ACEP_ACEP_00016453-RA
OG0009232	PBAR_PB17074-RA	ACEP_ACEP_00016900-RA
OG0009233	PBAR_PB10095-RA	ACEP_ACEP_00018224-RA
OG0009234	PBAR_PB13644-RA	ACEP_ACEP_00007002-RA
OG0009235	PBAR_PB13638-RA	ACEP_ACEP_00007001-RA
OG0009236	PBAR_PB13634-RA	ACEP_ACEP_00006996-RA
OG0009237	PBAR_PB13633-RA	ACEP_ACEP_00006993-RA
OG0009238	PBAR_PB13636-RA	ACEP_ACEP_00006991-RA
OG0009239	PBAR_PB13635-RA	ACEP_ACEP_00006995-RA
OG0009240	PBAR_PB13639-RA	ACEP_ACEP_00006994-RA
OG0009241	PBAR_PB13640-RA	ACEP_ACEP_00006997-RA
OG0009242	PBAR_PB13632-RA	ACEP_ACEP_00006989-RA
OG0009243	PBAR_PB13629-RA	ACEP_ACEP_00006988-RA
OG0009244	PBAR_PB13622-RA	ACEP_ACEP_00006987-RA
OG0009245	PBAR_PB13630-RA	ACEP_ACEP_00006986-RA
OG0009246	PBAR_PB13619-RA	ACEP_ACEP_00006978-RA
OG0009247	PBAR_PB13616-RA	ACEP_ACEP_00006979-RA
OG0009248	PBAR_PB13617-RA	ACEP_ACEP_00006980-RA
OG0009249	PBAR_PB13631-RA	ACEP_ACEP_00006982-RA
OG0009250	PBAR_PB13614-RA	ACEP_ACEP_00006976-RA
OG0009251	PBAR_PB13609-RA	ACEP_ACEP_00006970-RA
OG0009252	PBAR_PB13610-RA	ACEP_ACEP_00006972-RA
OG0009253	PBAR_PB26576-RA	ACEP_ACEP_00006957-RA
OG0009254	PBAR_PB16084-RA	ACEP_ACEP_00006962-RA
OG0009255	PBAR_PB16080-RA	ACEP_ACEP_00006960-RA
OG0009256	PBAR_PB26577-RA	ACEP_ACEP_00006958-RA
OG0009257	PBAR_PB16082-RA	ACEP_ACEP_00006959-RA
OG0009258	PBAR_PB10593-RA	ACEP_ACEP_00006952-RA
OG0009259	PBAR_PB16079-RA	ACEP_ACEP_00017398-RA
OG0009260	PBAR_PB16075-RA	ACEP_ACEP_00006949-RA
OG0009261	PBAR_PB16078-RA	ACEP_ACEP_00006953-RA
OG0009262	PBAR_PB16076-RA	ACEP_ACEP_00006950-RA
OG0009263	PBAR_PB16083-RA	ACEP_ACEP_00006954-RA
OG0009264	PBAR_PB16060-RA	ACEP_ACEP_00006939-RA
OG0009265	PBAR_PB16068-RA	ACEP_ACEP_00006940-RA
OG0009266	PBAR_PB16056-RA	ACEP_ACEP_00006935-RA
OG0009267	PBAR_PB16069-RA	ACEP_ACEP_00006938-RA
OG0009268	PBAR_PB16059-RA	ACEP_ACEP_00006931-RA
OG0009269	PBAR_PB21865-RA	ACEP_ACEP_00006924-RA
OG0009270	PBAR_PB15258-RA	ACEP_ACEP_00006928-RA
OG0009271	PBAR_PB15261-RA	ACEP_ACEP_00006925-RA
OG0009272	PBAR_PB21866-RA	ACEP_ACEP_00006919-RA
OG0009273	PBAR_PB15260-RA	ACEP_ACEP_00006926-RA
OG0009274	PBAR_PB15248-RA	ACEP_ACEP_00006929-RA
OG0009275	PBAR_PB15252-RA	ACEP_ACEP_00006927-RA
OG0009276	PBAR_augustus_masked-pbar_scf7180000350321-abinit-gene-14.52-RA	ACEP_ACEP_00006914-RA
OG0009277	PBAR_PB21861-RA	ACEP_ACEP_00006917-RA
OG0009278	PBAR_Pbar_wingless-1	ACEP_ACEP_00006907-RA
OG0009279	PBAR_PB21857-RA	ACEP_ACEP_00006909-RA
OG0009280	PBAR_PB21858-RA	ACEP_ACEP_00006911-RA
OG0009281	PBAR_PB21853-RA	ACEP_ACEP_00006904-RA
OG0009282	PBAR_PB21852-RA	ACEP_ACEP_00006896-RA
OG0009283	PBAR_PB21845-RA	ACEP_ACEP_00006894-RA
OG0009284	PBAR_PB21850-RA	ACEP_ACEP_00006897-RA
OG0009285	PBAR_PB21851-RA	ACEP_ACEP_00006895-RA
OG0009286	PBAR_PB19864-RA	ACEP_ACEP_00006893-RA
OG0009287	PBAR_PB19861-RA	ACEP_ACEP_00006891-RA
OG0009288	PBAR_PB19862-RA	ACEP_ACEP_00006892-RA
OG0009289	PBAR_PB19854-RA	ACEP_ACEP_00006882-RA
OG0009290	PBAR_PB19858-RA	ACEP_ACEP_00006884-RA
OG0009291	PBAR_pbar_RpL13A-1	ACEP_ACEP_00006870-RA
OG0009292	PBAR_PB19845-RA	ACEP_ACEP_00006876-RA
OG0009293	PBAR_pbar_Gld2-like-1	ACEP_ACEP_00006873-RA
OG0009294	PBAR_PB19847-RA	ACEP_ACEP_00006877-RA
OG0009295	PBAR_PB19840-RA	ACEP_ACEP_00006869-RA
OG0009296	PBAR_PB19843-RA	ACEP_ACEP_00006868-RA
OG0009297	PBAR_PB19842-RA	ACEP_ACEP_00006874-RA
OG0009298	PBAR_PB19852-RA	ACEP_ACEP_00006878-RA
OG0009299	PBAR_PB19849-RA	ACEP_ACEP_00006866-RA
OG0009300	PBAR_PB19835-RA	ACEP_ACEP_00006863-RA
OG0009301	PBAR_PB19836-RA	ACEP_ACEP_00006864-RA
OG0009302	PBAR_PB19838-RA	ACEP_ACEP_00006865-RA
OG0009303	PBAR_PB19834-RA	ACEP_ACEP_00006862-RA
OG0009304	PBAR_PB19831-RA	ACEP_ACEP_00006860-RA
OG0009305	PBAR_PB19828-RA	ACEP_ACEP_00006856-RA
OG0009306	PBAR_PB19825-RA	ACEP_ACEP_00006855-RA
OG0009307	PBAR_PB19829-RA	ACEP_ACEP_00006857-RA
OG0009308	PBAR_PB19827-RA	ACEP_ACEP_00006859-RA
OG0009309	PBAR_PB19822-RA	ACEP_ACEP_00006851-RA
OG0009310	PBAR_PB19823-RA	ACEP_ACEP_00006853-RA
OG0009311	PBAR_PB19826-RA	ACEP_ACEP_00006854-RA
OG0009312	PBAR_PB19824-RA	ACEP_ACEP_00006852-RA
OG0009313	PBAR_PB16611-RA	ACEP_ACEP_00006850-RA
OG0009314	PBAR_PB16609-RA	ACEP_ACEP_00006846-RA
OG0009315	PBAR_PB16610-RA	ACEP_ACEP_00006849-RA
OG0009316	PBAR_PB10107-RA	ACEP_ACEP_00006838-RA
OG0009317	PBAR_PB19791-RA	ACEP_ACEP_00006835-RA
OG0009318	PBAR_PB19788-RA	ACEP_ACEP_00006832-RA
OG0009319	PBAR_PB19790-RA	ACEP_ACEP_00006833-RA
OG0009320	PBAR_PB16197-RA	ACEP_ACEP_00006828-RA
OG0009321	PBAR_PB16191-RA	ACEP_ACEP_00006829-RA
OG0009322	PBAR_PB16195-RA	ACEP_ACEP_00006826-RA
OG0009323	PBAR_PB19769-RA	ACEP_ACEP_00006830-RA
OG0009324	PBAR_PB12114-RA	ACEP_ACEP_00006823-RA
OG0009325	PBAR_PB23349-RA	ACEP_ACEP_00006816-RA
OG0009326	PBAR_PB23354-RA	ACEP_ACEP_00006815-RA
OG0009327	PBAR_PB23352-RA	ACEP_ACEP_00006809-RA
OG0009328	PBAR_PB23353-RA	ACEP_ACEP_00006812-RA
OG0009329	PBAR_PB23350-RA	ACEP_ACEP_00006817-RA
OG0009330	PBAR_PB23351-RA	ACEP_ACEP_00006813-RA
OG0009331	PBAR_PB23348-RA	ACEP_ACEP_00006820-RA
OG0009332	PBAR_pbar_eag-RA	ACEP_ACEP_00006821-RA
OG0009333	PBAR_PB23342-RA	ACEP_ACEP_00006806-RA
OG0009334	PBAR_PB10205-RA	ACEP_ACEP_00006805-RA
OG0009335	PBAR_PB23343-RA	ACEP_ACEP_00006803-RA
OG0009336	PBAR_PB23345-RA	ACEP_ACEP_00006804-RA
OG0009337	PBAR_PB15219-RA	ACEP_ACEP_00006802-RA
OG0009338	PBAR_PB15234-RA	ACEP_ACEP_00006792-RA
OG0009339	PBAR_PB15225-RA	ACEP_ACEP_00006791-RA
OG0009340	PBAR_PB15216-RA	ACEP_ACEP_00006793-RA
OG0009341	PBAR_PB15233-RA	ACEP_ACEP_00006788-RA
OG0009342	PBAR_PB15230-RA	ACEP_ACEP_00006789-RA
OG0009343	PBAR_PB15215-RA	ACEP_ACEP_00006800-RA
OG0009344	PBAR_PB15218-RA	ACEP_ACEP_00006799-RA
OG0009345	PBAR_PB15217-RA	ACEP_ACEP_00006797-RA
OG0009346	PBAR_PB15224-RA	ACEP_ACEP_00006781-RA
OG0009347	PBAR_PB15231-RA	ACEP_ACEP_00006780-RA
OG0009348	PBAR_Pbar_Tyr1-1	ACEP_ACEP_00006777-RA
OG0009349	PBAR_PB15232-RA	ACEP_ACEP_00006786-RA
OG0009350	PBAR_PB15220-RA	ACEP_ACEP_00006787-RA
OG0009351	PBAR_PB15242-RA	ACEP_ACEP_00006769-RA
OG0009352	PBAR_PB15239-RA	ACEP_ACEP_00006773-RA
OG0009353	PBAR_PB15243-RA	ACEP_ACEP_00006774-RA
OG0009354	PBAR_PB15241-RA	ACEP_ACEP_00006775-RA
OG0009355	PBAR_PB15254-RA	ACEP_ACEP_00006765-RA
OG0009356	PBAR_PB16072-RA	ACEP_ACEP_00006760-RA
OG0009357	PBAR_PB16062-RA	ACEP_ACEP_00006759-RA
OG0009358	PBAR_PB16073-RA	ACEP_ACEP_00006761-RA
OG0009359	PBAR_PB15240-RA	ACEP_ACEP_00006767-RA
OG0009360	PBAR_pbar_dcr2-1	ACEP_ACEP_03384637-RA
OG0009361	PBAR_PB16058-RA	ACEP_ACEP_00006757-RA
OG0009362	PBAR_PB16054-RA	ACEP_ACEP_00006752-RA
OG0009363	PBAR_PB16044-RA	ACEP_ACEP_00006748-RA
OG0009364	PBAR_PB16053-RA	ACEP_ACEP_00017417-RA
OG0009365	PBAR_PB16051-RA	ACEP_ACEP_00006746-RA
OG0009366	PBAR_PB16045-RA	ACEP_ACEP_00006751-RA
OG0009367	PBAR_PB16052-RA	ACEP_ACEP_00006754-RA
OG0009368	PBAR_PB16049-RA	ACEP_ACEP_00006750-RA
OG0009369	PBAR_PB16067-RA	ACEP_ACEP_00006755-RA
OG0009370	PBAR_pbar_ubiquitin-RA	ACEP_ACEP_00006738-RA
OG0009371	PBAR_pbar_CG9932-like-1	ACEP_ACEP_00006743-RA
OG0009372	PBAR_PB16040-RA	ACEP_ACEP_00006737-RA
OG0009373	PBAR_PB16030-RA	ACEP_ACEP_00006736-RA
OG0009374	PBAR_PB16029-RA	ACEP_ACEP_00006740-RA
OG0009375	PBAR_pbar_mio-like-1	ACEP_ACEP_00006741-RA
OG0009376	PBAR_PB16047-RA	ACEP_ACEP_00006745-RA
OG0009377	PBAR_PB16015-RA	ACEP_ACEP_00006726-RA
OG0009378	PBAR_PB16034-RA	ACEP_ACEP_00006732-RA
OG0009379	PBAR_PB16023-RA	ACEP_ACEP_00006727-RA
OG0009380	PBAR_pbar_ABHD11_like-1	ACEP_ACEP_00006720-RA
OG0009381	PBAR_PB16038-RA	ACEP_ACEP_00006729-RA
OG0009382	PBAR_PB16010-RA	ACEP_ACEP_00006721-RA
OG0009383	PBAR_PB16016-RA	ACEP_ACEP_00006724-RA
OG0009384	PBAR_PB16031-RA	ACEP_ACEP_00006730-RA
OG0009385	PBAR_PB16043-RA	ACEP_ACEP_00006735-RA
OG0009386	PBAR_PB16035-RA	ACEP_ACEP_00006734-RA
OG0009387	PBAR_PB16000-RA	ACEP_ACEP_00006712-RA
OG0009388	PBAR_PB15975-RA	ACEP_ACEP_00006709-RA
OG0009389	PBAR_PB15979-RA	ACEP_ACEP_00006710-RA
OG0009390	PBAR_PB15974-RA	ACEP_ACEP_00006707-RA
OG0009391	PBAR_PB15984-RA	ACEP_ACEP_00006708-RA
OG0009392	PBAR_PB16196-RA	ACEP_ACEP_00006714-RA
OG0009393	PBAR_PB16198-RA	ACEP_ACEP_00006716-RA
OG0009394	PBAR_PB16190-RA	ACEP_ACEP_00006718-RA
OG0009395	PBAR_PB16004-RA	ACEP_ACEP_00006719-RA
OG0009396	PBAR_PB16192-RA	ACEP_ACEP_00006717-RA
OG0009397	PBAR_PB15973-RA	ACEP_ACEP_00006703-RA
OG0009398	PBAR_PB19111-RA	ACEP_ACEP_00006700-RA
OG0009399	PBAR_pbar_eas-like-RA	ACEP_ACEP_00006699-RA
OG0009400	PBAR_PB22047-RA	ACEP_ACEP_00006698-RA
OG0009401	PBAR_PB19112-RA	ACEP_ACEP_00006701-RA
OG0009402	PBAR_Pbar_Syt1-1	ACEP_ACEP_00006694-RA
OG0009403	PBAR_PB22052-RA	ACEP_ACEP_00006692-RA
OG0009404	PBAR_PB22044-RA	ACEP_ACEP_00006693-RA
OG0009405	PBAR_PB10244-RA	ACEP_ACEP_00006695-RA
OG0009406	PBAR_PB20056-RA	ACEP_ACEP_00006682-RA
OG0009407	PBAR_PB20043-RA	ACEP_ACEP_00006677-RA
OG0009408	PBAR_PB20044-RA	ACEP_ACEP_00006679-RA
OG0009409	PBAR_PB20054-RA	ACEP_ACEP_00006673-RA
OG0009410	PBAR_PB19720-RA	ACEP_ACEP_00016380-RA
OG0009411	PBAR_PB19717-RA	ACEP_ACEP_00016381-RA
OG0009412	PBAR_PB22418-RA	ACEP_ACEP_00015091-RA
OG0009413	PBAR_PB22420-RA	ACEP_ACEP_00015088-RA
OG0009414	PBAR_PB22411-RA	ACEP_ACEP_00015089-RA
OG0009415	PBAR_PB11990-RA	ACEP_ACEP_00015087-RA
OG0009416	PBAR_PB11997-RA	ACEP_ACEP_00015084-RA
OG0009417	PBAR_PB12011-RA	ACEP_ACEP_00015069-RA
OG0009418	PBAR_PB11999-RA	ACEP_ACEP_00015071-RA
OG0009419	PBAR_pbar_Stat92E-1	ACEP_ACEP_00015078-RA
OG0009420	PBAR_PB12001-RA	ACEP_ACEP_00015083-RA
OG0009421	PBAR_PB11992-RA	ACEP_ACEP_00015070-RA
OG0009422	PBAR_PB12005-RA	ACEP_ACEP_00015075-RA
OG0009423	PBAR_PB11994-RA	ACEP_ACEP_00015081-RA
OG0009424	PBAR_PB11989-RA	ACEP_ACEP_00015074-RA
OG0009425	PBAR_PB12000-RA	ACEP_ACEP_00015077-RA
OG0009426	PBAR_PB12003-RA	ACEP_ACEP_00015086-RA
OG0009427	PBAR_PB11991-RA	ACEP_ACEP_00015085-RA
OG0009428	PBAR_PB12007-RA	ACEP_ACEP_00015064-RA
OG0009429	PBAR_PB12018-RA	ACEP_ACEP_00015062-RA
OG0009430	PBAR_PB24292-RA	ACEP_ACEP_00015059-RA
OG0009431	PBAR_PB12019-RA	ACEP_ACEP_00015061-RA
OG0009432	PBAR_PB24290-RA	ACEP_ACEP_00015056-RA
OG0009433	PBAR_PB24288-RA	ACEP_ACEP_00015058-RA
OG0009434	PBAR_PB24295-RA	ACEP_ACEP_00015047-RA
OG0009435	PBAR_PB12015-RA	ACEP_ACEP_00015049-RA
OG0009436	PBAR_PB12020-RA	ACEP_ACEP_00015050-RA
OG0009437	PBAR_PB12016-RA	ACEP_ACEP_00015051-RA
OG0009438	PBAR_PB24296-RA	ACEP_ACEP_00015041-RA
OG0009439	PBAR_PB24298-RA	ACEP_ACEP_00015043-RA
