Orthogroup	pbar_annotation	lhum_annotation
OG0004578	PBAR_16672-RA	LHUM_15312-RA
OG0004579	PBAR_16661-RA	LHUM_15315-RA
OG0004580	PBAR_16673-RA	LHUM_15311-RA
OG0004581	PBAR_16664-RA	LHUM_15305-RA
OG0004582	PBAR_16671-RA	LHUM_15313-RA
OG0004583	PBAR_16670-RA	LHUM_15309-RA
OG0004584	PBAR_16669-RA	LHUM_15318-RA
OG0004585	PBAR_16665-RA	LHUM_15317-RA
OG0004586	PBAR_12733-RA	LHUM_15304-RA
OG0004587	PBAR_12732-RA	LHUM_15303-RA
OG0004588	PBAR_16668-RA	LHUM_15310-RA
OG0004589	PBAR_12730-RA	LHUM_15306-RA
OG0004590	PBAR_16667-RA	LHUM_15307-RA
OG0004592	PBAR_12729-RA	LHUM_15308-RA
OG0004593	PBAR_12739-RA	LHUM_15296-RA
OG0004594	PBAR_ar-run-like-1	LHUM_15301-RA
OG0004595	PBAR_12745-RA	LHUM_15294-RA
OG0004596	PBAR_12740-RA	LHUM_15297-RA
OG0004597	PBAR_12747-RA	LHUM_15295-RA
OG0004598	PBAR_21564-RA	LHUM_22515-RA
OG0004599	PBAR_21544-RA	LHUM_22508-RA
OG0004600	PBAR_21559-RA	LHUM_22514-RA
OG0004601	PBAR_21543-RA	LHUM_22509-RA
OG0004602	PBAR_21549-RA	LHUM_22517-RA
OG0004603	PBAR_10509-RA	LHUM_15279-RA
OG0004604	PBAR_10508-RA	LHUM_15269-RA
OG0004605	PBAR_10506-RA	LHUM_15285-RA
OG0004606	PBAR_21561-RA	LHUM_22527-RA
OG0004607	PBAR_21558-RA	LHUM_22526-RA
OG0004608	PBAR_21557-RA	LHUM_22523-RA
OG0004609	PBAR_21560-RA	LHUM_22524-RA
OG0004610	PBAR_14513-RA	LHUM_22529-RA
OG0004611	PBAR_14512-RA	LHUM_22530-RA
OG0004612	PBAR_14519-RA	LHUM_22534-RA
OG0004613	PBAR_14516-RA	LHUM_22533-RA
OG0004614	PBAR_25232-RA	LHUM_17745-RA
OG0004615	PBAR_25237-RA	LHUM_17755-RA
OG0004616	PBAR_25236-RA	LHUM_18056-RA
OG0004617	PBAR_26144-RA	LHUM_18188-RA
OG0004618	PBAR_26149-RA	LHUM_18198-RA
OG0004619	PBAR_26134-RA	LHUM_18202-RA
OG0004620	PBAR_26138-RA	LHUM_18194-RA
OG0004621	PBAR_26153-RA	LHUM_18182-RA
OG0004622	PBAR_26146-RA	LHUM_18191-RA
OG0004623	PBAR_26154-RA	LHUM_18189-RA
OG0004624	PBAR_26148-RA	LHUM_18187-RA
OG0004625	PBAR_26156-RA	LHUM_18174-RA
OG0004626	PBAR_22513-RA	LHUM_18179-RA
OG0004627	PBAR_22517-RA	LHUM_25707-RA
OG0004628	PBAR_22520-RB	LHUM_18173-RA
OG0004629	PBAR_22515-RA	LHUM_18183-RA
OG0004630	PBAR_ar_Atp12a-1	LHUM_18180-RA
OG0004631	PBAR_10920-RA	LHUM_23478-RA
OG0004632	PBAR_11720-RA	LHUM_11197-RA
OG0004633	PBAR_12717-RA	LHUM_10602-RA
OG0004634	PBAR_15537-RA	LHUM_12664-RA
OG0004635	PBAR_15550-RA	LHUM_12687-RA
OG0004636	PBAR_19226-RA	LHUM_22549-RA
OG0004637	PBAR_15096-RA	LHUM_11545-RA
OG0004638	PBAR_18655-RA	LHUM_11552-RA
OG0004639	PBAR_AR_05058275	LHUM_12667-RA
OG0004640	PBAR_15504-RA	LHUM_13446-RA
OG0004641	PBAR_15532-RA	LHUM_12638-RA
OG0004642	PBAR_15536-RA	LHUM_12673-RA
OG0004643	PBAR_15540-RA	LHUM_12671-RA
OG0004644	PBAR_24697-RA	LHUM_18230-RA
OG0004645	PBAR_AR_05058284	LHUM_12691-RA
OG0004646	PBAR_15548-RA	maker-scf7180001004631-augustus-gene-9.2-mRNA-1
OG0004647	PBAR_24699-RA	LHUM_18232-RA
OG0004648	PBAR_24708-RA	LHUM_18240-RA
OG0004649	PBAR_16988-RA	LHUM_23483-RA
OG0004650	PBAR_16065-RA	LHUM_21969-RA
OG0004651	PBAR_25679-RA	LHUM_24212-RA
OG0004652	PBAR_25678-RA	LHUM_24211-RA
OG0004653	PBAR_25686-RA	LHUM_24205-RA
OG0004654	PBAR_25703-RA	LHUM_24194-RA
OG0004655	PBAR_25687-RA	LHUM_24195-RA
OG0004656	PBAR_25681-RA	LHUM_24214-RA
OG0004657	PBAR_25695-RA	LHUM_24199-RA
OG0004658	PBAR_25680-RA	LHUM_24200-RA
OG0004659	PBAR_25685-RA	LHUM_24189-RA
OG0004660	PBAR_25701-RA	LHUM_18916-RA
OG0004661	PBAR_10682-RA	LHUM_21651-RA
OG0004662	PBAR_25709-RA	LHUM_16211-RA
OG0004663	PBAR_25704-RA	LHUM_25191-RA
OG0004664	PBAR_25702-RA	LHUM_25187-RA
OG0004665	PBAR_25710-RA	LHUM_21662-RA
OG0004666	PBAR_25712-RA	LHUM_21666-RA
OG0004668	PBAR_25689-RA	LHUM_18909-RA
OG0004669	PBAR_25708-RA	LHUM_21663-RA
OG0004670	PBAR_25696-RA	LHUM_25181-RA
OG0004671	PBAR_25693-RA	LHUM_18911-RA
OG0004672	PBAR_25711-RA	LHUM_16212-RA
OG0004673	PBAR_ar_spz5-1	LHUM_16210-RA
OG0004674	PBAR_12663-RA	LHUM_16207-RA
OG0004675	PBAR_12662-RA	LHUM_16190-RA
OG0004676	PBAR_12666-RA	LHUM_16209-RA
OG0004677	PBAR_12635-RA	LHUM_12725-RA
OG0004678	PBAR_12658-RB	LHUM_12720-RA
OG0004679	PBAR_12665-RA	LHUM_16208-RA
OG0004680	PBAR_ar_NMDA-Receptor-1-1	LHUM_10392-RA
OG0004681	PBAR_12649-RA	LHUM_12737-RA
OG0004682	PBAR_12636-RA	LHUM_12730-RA
OG0004683	PBAR_12657-RA	LHUM_12739-RA
OG0004684	PBAR_12651-RA	LHUM_12740-RA
OG0004685	PBAR_12640-RA	LHUM_10382-RA
OG0004686	PBAR_12659-RA	LHUM_12729-RA
OG0004687	PBAR_12639-RA	LHUM_12727-RA
OG0004688	PBAR_12655-RA	LHUM_12721-RA
OG0004689	PBAR_12648-RA	LHUM_12719-RA
OG0004690	PBAR_12633-RA	LHUM_12264-RA
OG0004691	PBAR_12626-RA	LHUM_12267-RA
OG0004692	PBAR_12634-RA	LHUM_12263-RA
OG0004693	PBAR_12627-RA	LHUM_10383-RA
OG0004694	PBAR_12629-RA	LHUM_12822-RA
OG0004695	PBAR_12630-RA	LHUM_12261-RA
OG0004696	PBAR_12637-RA	LHUM_10385-RA
OG0004697	PBAR_ar_tbh-1	LHUM_10390-RA
OG0004698	PBAR_23540-RA	LHUM_22947-RA
OG0004699	PBAR_12609-RA	LHUM_12819-RA
OG0004700	PBAR_12620-RA	LHUM_12816-RA
OG0004701	PBAR_15357-RA	LHUM_22945-RA
OG0004702	PBAR_12614-RA	LHUM_12824-RA
OG0004703	PBAR_15359-RA	LHUM_22941-RA
OG0004704	PBAR_12610-RA	LHUM_12820-RA
OG0004705	PBAR_12613-RA	LHUM_12823-RA
OG0004706	PBAR_12619-RA	LHUM_12815-RA
OG0004707	PBAR_12621-RA	LHUM_16194-RA
OG0004708	PBAR_11669-RA	LHUM_18928-RA
OG0004709	PBAR_11666-RA	LHUM_18935-RA
OG0004710	PBAR_11673-RA	LHUM_18930-RA
OG0004711	PBAR_11667-RA	LHUM_18929-RA
OG0004712	PBAR_23544-RA	LHUM_22946-RA
OG0004713	PBAR_11661-RA	LHUM_18939-RA
OG0004714	PBAR_11659-RA	LHUM_18938-RA
OG0004715	PBAR_11668-RA	LHUM_18944-RA
OG0004716	PBAR_11670-RA	LHUM_18940-RA
OG0004717	PBAR_11656-RA	LHUM_18943-RA
OG0004718	PBAR_11662-RA	LHUM_18941-RA
OG0004719	PBAR_11629-RA	LHUM_18953-RA
OG0004720	PBAR_11633-RA	LHUM_18945-RA
OG0004721	PBAR_11628-RA	LHUM_18952-RA
OG0004722	PBAR_11634-RA	LHUM_18947-RA
OG0004723	PBAR_11632-RA	LHUM_10403-RA
OG0004724	PBAR_ar_RpS15A-1	LHUM_10396-RA
OG0004725	PBAR_11620-RA	LHUM_21659-RA
OG0004726	PBAR_25016-RA	LHUM_22960-RA
OG0004727	PBAR_25014-RA	LHUM_22957-RA
OG0004728	PBAR_11626-RA	LHUM_21664-RA
OG0004729	PBAR_11625-RA	LHUM_21661-RA
OG0004730	PBAR_11242-RA	LHUM_11679-RA
OG0004731	PBAR_25024-RA	LHUM_22961-RA
OG0004732	PBAR_25022-RA	LHUM_22954-RA
OG0004733	PBAR_25026-RA	LHUM_22956-RA
OG0004734	PBAR_25021-RA	LHUM_22955-RA
OG0004735	PBAR_25020-RA	LHUM_22952-RA
OG0004736	PBAR_25030-RA	LHUM_22963-RA
OG0004737	PBAR_12444-RA	LHUM_22968-RA
OG0004738	PBAR_24087-RA	LHUM_25171-RA
OG0004739	PBAR_24086-RA	LHUM_10044-RA
OG0004740	PBAR_24092-RA	LHUM_16443-RA
OG0004741	PBAR_24091-RA	LHUM_16448-RA
OG0004742	PBAR_24098-RA	LHUM_16438-RA
OG0004743	PBAR_24097-RA	LHUM_16444-RA
OG0004744	PBAR_17477-RA	LHUM_16436-RA
OG0004745	PBAR_17474-RA	LHUM_16275-RA
OG0004746	PBAR_17478-RA	LHUM_16273-RA
OG0004747	PBAR_17490-RA	LHUM_16265-RA
OG0004748	PBAR_17488-RA	LHUM_16263-RA
OG0004749	PBAR_17483-RA	LHUM_16268-RA
OG0004750	PBAR_17487-RA	LHUM_16264-RA
OG0004751	PBAR_ar_RpS17-1	LHUM_16267-RA
OG0004752	PBAR_17495-RA	LHUM_16261-RA
OG0004753	PBAR_17499-RA	LHUM_16258-RA
OG0004754	PBAR_17496-RA	LHUM_16262-RA
OG0004755	PBAR_14782-RA	LHUM_16259-RA
OG0004756	PBAR_14781-RA	LHUM_16256-RA
OG0004757	PBAR_17498-RA	LHUM_16257-RA
OG0004758	PBAR_ar_RpS6-1	LHUM_16260-RA
OG0004759	PBAR_20149-RA	LHUM_16237-RA
OG0004760	PBAR_20166-RA	LHUM_16255-RA
OG0004761	PBAR_20160-RA	LHUM_16247-RA
OG0004762	PBAR_20167-RA	LHUM_16253-RA
OG0004763	PBAR_20162-RA	LHUM_16250-RA
OG0004764	PBAR_20157-RA	LHUM_16248-RA
OG0004765	PBAR_20158-RA	LHUM_16249-RA
OG0004766	PBAR_20144-RA	LHUM_16231-RA
OG0004767	PBAR_20145-RA	LHUM_18917-RA
OG0004768	PBAR_20154-RA	LHUM_16241-RA
OG0004769	PBAR_20151-RA	LHUM_16240-RA
OG0004770	PBAR_ar_drk-RA	LHUM_16236-RA
OG0004771	PBAR_20150-RA	LHUM_18951-RA
OG0004772	PBAR_20152-RA	LHUM_18914-RA
OG0004773	PBAR_20143-RA	LHUM_16233-RA
OG0004774	PBAR_20138-RA	LHUM_24279-RA
OG0004775	PBAR_20134-RA	LHUM_24270-RA
OG0004776	PBAR_20133-RA	LHUM_18946-RA
OG0004777	PBAR_20139-RA	LHUM_18950-RA
OG0004778	PBAR_20146-RA	LHUM_18948-RA
OG0004779	PBAR_20124-RA	LHUM_24261-RA
OG0004780	PBAR_20140-RA	LHUM_24265-RA
OG0004781	PBAR_20127-RA	LHUM_24252-RA
OG0004782	PBAR_20121-RA	LHUM_24255-RA
OG0004783	PBAR_20123-RA	LHUM_24259-RA
OG0004784	PBAR_20120-RA	LHUM_24244-RA
OG0004785	PBAR_20117-RA	LHUM_24245-RA
OG0004786	PBAR_20114-RA	LHUM_24235-RA
OG0004787	PBAR_20119-RA	LHUM_24241-RA
OG0004788	PBAR_10336-RA	LHUM_24225-RA
OG0004789	PBAR_10158-RA	LHUM_24228-RA
OG0004790	PBAR_ar_MBD-1	LHUM_24227-RA
OG0004791	PBAR_11824-RA	LHUM_24220-RA
OG0004792	PBAR_11842-RA	LHUM_24208-RA
OG0004793	PBAR_11833-RA	LHUM_24215-RA
OG0004794	PBAR_11839-RA	LHUM_24204-RA
OG0004795	PBAR_11841-RA	LHUM_24207-RA
OG0004796	PBAR_11832-RA	LHUM_24210-RA
OG0004797	PBAR_11838-RA	LHUM_18870-RA
OG0004798	PBAR_11845-RA	LHUM_18862-RA
OG0004799	PBAR_11844-RA	LHUM_18861-RA
OG0004800	PBAR_11836-RA	LHUM_18856-RA
OG0004801	PBAR_11846-RA	LHUM_18863-RA
OG0004802	PBAR_11834-RA	LHUM_18855-RA
OG0004803	PBAR_11853-RA	LHUM_18868-RA
OG0004804	PBAR_11854-RA	LHUM_18867-RA
OG0004805	PBAR_11851-RA	LHUM_18864-RA
OG0004806	PBAR_11859-RA	LHUM_18874-RA
OG0004807	PBAR_11866-RA	LHUM_18880-RA
OG0004808	PBAR_11865-RA	LHUM_18878-RA
OG0004809	PBAR_11857-RA	LHUM_18873-RA
OG0004810	PBAR_11870-RA	LHUM_18877-RA
OG0004811	PBAR_11874-RA	LHUM_18882-RA
OG0004812	PBAR_11873-RA	LHUM_18879-RA
OG0004813	PBAR_11860-RA	LHUM_18875-RA
OG0004814	PBAR_11858-RA	LHUM_18872-RA
OG0004815	PBAR_11879-RA	LHUM_18892-RA
OG0004816	PBAR_11876-RA	LHUM_18888-RA
OG0004817	PBAR_11880-RA	LHUM_18896-RA
OG0004818	PBAR_11881-RA	LHUM_18895-RA
OG0004819	PBAR_11878-RA	LHUM_18900-RA
OG0004820	PBAR_12534-RA	LHUM_18903-RA
OG0004821	PBAR_ar_nemo-RA	LHUM_um_nemo-RA
OG0004822	PBAR_10085-RA	LHUM_18934-RA
OG0004823	PBAR_12543-RA	LHUM_18932-RA
OG0004824	PBAR_12539-RA	LHUM_18906-RA
OG0004825	PBAR_10085-RB	LHUM_18933-RA
OG0004826	PBAR_12544-RA	LHUM_18931-RA
OG0004827	PBAR_12547-RA	LHUM_18912-RA
OG0004828	PBAR_12545-RA	LHUM_18926-RA
OG0004829	PBAR_12548-RA	LHUM_18925-RA
OG0004830	PBAR_22780-RA	LHUM_22260-RA
OG0004831	PBAR_15957-RA	LHUM_20320-RA
OG0004832	PBAR_ar_galectin_part2-1	LHUM_14894-RA
OG0004833	PBAR_15956-RA	LHUM_20321-RA
OG0004834	PBAR_15958-RA	LHUM_20319-RA
OG0004835	PBAR_12428-RA	LHUM_20065-RA
OG0004836	PBAR_12430-RA	LHUM_20070-RA
OG0004837	PBAR_12433-RA	LHUM_20053-RA
OG0004838	PBAR_12432-RA	LHUM_20051-RA
OG0004839	PBAR_12429-RA	LHUM_20050-RA
OG0004840	PBAR_12426-RA	LHUM_20045-RA
OG0004841	PBAR_12431-RA	LHUM_20073-RA
OG0004842	PBAR_12427-RA	LHUM_20046-RA
OG0004843	PBAR_12434-RA	LHUM_20052-RA
OG0004844	PBAR_16628-RA	LHUM_20049-RA
OG0004845	PBAR_16626-RA	LHUM_20048-RA
OG0004846	PBAR_ar_Idgf4-1	LHUM_20042-RA
OG0004847	PBAR_16629-RA	LHUM_20041-RA
OG0004848	PBAR_16625-RA	LHUM_20043-RA
OG0004849	PBAR_16630-RA	LHUM_20057-RA
OG0004850	PBAR_16634-RA	LHUM_20039-RA
OG0004851	PBAR_16635-RA	LHUM_20037-RA
OG0004852	PBAR_16636-RA	LHUM_20040-RA
OG0004853	PBAR_16642-RA	LHUM_20038-RA
OG0004854	PBAR_16633-RA	LHUM_20036-RA
OG0004855	PBAR_16641-RA	LHUM_20035-RA
OG0004856	PBAR_16640-RA	LHUM_20034-RA
OG0004857	PBAR_26602-RA	LHUM_25847-RA
OG0004858	PBAR_16646-RA	LHUM_20030-RA
OG0004859	PBAR_16648-RA	LHUM_14308-RA
OG0004860	PBAR_16649-RA	LHUM_14319-RA
OG0004861	PBAR_16653-RA	LHUM_18465-RA
OG0004862	PBAR_16652-RA	LHUM_14316-RA
OG0004863	PBAR_16647-RA	LHUM_18468-RA
OG0004864	PBAR_16645-RA	LHUM_14306-RA
OG0004865	PBAR_16650-RA	LHUM_14314-RA
OG0004866	PBAR_16658-RA	LHUM_14328-RA
OG0004867	PBAR_16659-RA	LHUM_14327-RA
OG0004868	PBAR_20527-RA	LHUM_14325-RA
OG0004869	PBAR_20521-RA	LHUM_14338-RA
OG0004870	PBAR_20525-RA	LHUM_14335-RA
OG0004871	PBAR_20522-RA	LHUM_14341-RA
OG0004872	PBAR_20524-RA	LHUM_14330-RA
OG0004873	PBAR_20520-RA	LHUM_14342-RA
OG0004874	PBAR_20526-RA	LHUM_14336-RA
OG0004875	PBAR_21252-RA	LHUM_20225-RA
OG0004876	PBAR_26915-RA	LHUM_25841-RA
OG0004877	PBAR_26911-RA	LHUM_25853-RA
OG0004878	PBAR_26899-RA	LHUM_25856-RA
OG0004879	PBAR_26887-RA	LHUM_25839-RA
OG0004880	PBAR_26898-RA	LHUM_25822-RA
OG0004881	PBAR_21270-RA	LHUM_20248-RA
OG0004882	PBAR_21258-RA	LHUM_20243-RA
OG0004883	PBAR_21262-RA	LHUM_20246-RA
OG0004884	PBAR_26891-RA	LHUM_25852-RA
OG0004885	PBAR_21255-RA	LHUM_20249-RA
OG0004886	PBAR_21263-RA	LHUM_20244-RA
OG0004887	PBAR_10267-RA	LHUM_20227-RA
OG0004888	PBAR_21248-RA	LHUM_20228-RA
OG0004889	PBAR_21249-RA	LHUM_20223-RA
OG0004890	PBAR_21245-RA	LHUM_20229-RA
OG0004891	PBAR_21251-RA	LHUM_20230-RA
OG0004892	PBAR_26878-RA	LHUM_20220-RA
OG0004893	PBAR_21242-RA	LHUM_20219-RA
OG0004894	PBAR_21121-RA	LHUM_21763-RA
OG0004895	PBAR_11091-RA	LHUM_20198-RA
OG0004896	PBAR_11088-RA	LHUM_20218-RA
OG0004897	PBAR_11090-RA	LHUM_20202-RA
OG0004898	PBAR_21111-RA	LHUM_21760-RA
OG0004899	PBAR_21109-RA	LHUM_21754-RA
OG0004900	PBAR_21126-RA	LHUM_21755-RA
OG0004901	PBAR_21107-RA	LHUM_21752-RA
OG0004902	PBAR_21105-RA	LHUM_21750-RA
OG0004903	PBAR_21108-RA	LHUM_21756-RA
OG0004904	PBAR_21137-RA	LHUM_12933-RA
OG0004905	PBAR_ar_GAPDH1-1	LHUM_21746-RA
OG0004906	PBAR_21106-RA	LHUM_21751-RA
OG0004907	PBAR_21142-RA	LHUM_12928-RA
OG0004908	PBAR_21141-RA	LHUM_12934-RA
OG0004909	PBAR_21130-RA	LHUM_12936-RA
OG0004910	PBAR_21135-RA	LHUM_12932-RA
OG0004911	PBAR_21139-RA	LHUM_12931-RA
OG0004912	PBAR_21147-RA	LHUM_23206-RA
OG0004913	PBAR_21149-RA	LHUM_23203-RA
OG0004914	PBAR_10576-RA	LHUM_23202-RA
OG0004915	PBAR_12299-RA	LHUM_20757-RA
OG0004916	PBAR_21150-RA	LHUM_23204-RA
OG0004917	PBAR_ar_Ndufc2_like-1	LHUM_24138-RA
OG0004918	PBAR_26114-RA	LHUM_24130-RA
OG0004919	PBAR_26121-RA	LHUM_24140-RA
OG0004921	PBAR_24145-RA	LHUM_19291-RA
OG0004922	PBAR_24149-RA	LHUM_19299-RA
OG0004923	PBAR_24146-RA	LHUM_19293-RA
OG0004924	PBAR_15185-RA	LHUM_19298-RA
OG0004925	PBAR_24139-RA	LHUM_13249-RA
OG0004926	PBAR_14614-RA	LHUM_20386-RA
OG0004927	PBAR_24134-RA	LHUM_18724-RA
OG0004928	PBAR_24148-RA	LHUM_18731-RA
OG0004929	PBAR_24140-RA	LHUM_13257-RA
OG0004930	PBAR_24136-RA	LHUM_13251-RA
OG0004931	PBAR_24130-RA	LHUM_18721-RA
OG0004932	PBAR_18369-RA	LHUM_20414-RA
OG0004933	PBAR_18368-RA	LHUM_13246-RA
OG0004934	PBAR_14616-RA	LHUM_20387-RA
OG0004935	PBAR_14605-RA	LHUM_20373-RA
OG0004936	PBAR_18366-RA	LHUM_20410-RA
OG0004937	PBAR_18380-RA	LHUM_20411-RA
OG0004938	PBAR_18378-RA	LHUM_20413-RA
OG0004939	PBAR_ar_suppressorofhairless-1	LHUM_20421-RA
OG0004940	PBAR_18370-RA	LHUM_20409-RA
OG0004941	PBAR_18379-RA	LHUM_19954-RA
OG0004942	PBAR_18283-RA	LHUM_20370-RA
OG0004943	PBAR_14741-RA	LHUM_19288-RA
OG0004944	PBAR_14620-RA	LHUM_20372-RA
OG0004945	PBAR_18375-RA	LHUM_11475-RA
OG0004946	PBAR_17065-RA	LHUM_18752-RA
OG0004947	PBAR_17767-RA	LHUM_20376-RA
OG0004948	PBAR_17003-RA	LHUM_18754-RA
OG0004949	PBAR_17067-RA	LHUM_18753-RA
OG0004950	PBAR_17754-RA	LHUM_20389-RA
OG0004951	PBAR_ar_Ndufs8_like-1	LHUM_11474-RA
OG0004952	PBAR_18362-RA	LHUM_13247-RA
OG0004953	PBAR_17675-RA	LHUM_16774-RA
OG0004954	PBAR_17687-RA	LHUM_16776-RA
OG0004955	PBAR_17770-RA	LHUM_20126-RA
OG0004956	PBAR_16745-RA	LHUM_23013-RA
OG0004957	PBAR_20211-RA	LHUM_12234-RA
OG0004958	PBAR_20511-RA	LHUM_15202-RA
OG0004959	PBAR_18998-RA	LHUM_17025-RA
OG0004960	PBAR_21989-RA	LHUM_17022-RA
OG0004961	PBAR_18994-RA	LHUM_17020-RA
OG0004962	PBAR_13047-RA	LHUM_15179-RA
OG0004963	PBAR_11216-RA	LHUM_17048-RA
OG0004964	PBAR_17816-RA	LHUM_17041-RA
OG0004965	PBAR_11271-RA	LHUM_15180-RA
OG0004966	PBAR_11268-RA	LHUM_15193-RA
OG0004967	PBAR_11257-RA	LHUM_15176-RA
OG0004968	PBAR_11267-RA	LHUM_15194-RA
OG0004969	PBAR_11265-RA	LHUM_15192-RA
OG0004970	PBAR_11269-RA	LHUM_15191-RA
OG0004971	PBAR_26302-RA	LHUM_19006-RA
OG0004972	PBAR_20906-RA	LHUM_12757-RA
OG0004973	PBAR_23539-RA	LHUM_16940-RA
OG0004974	PBAR_20889-RA	LHUM_12764-RA
OG0004975	PBAR_17812-RA	LHUM_16924-RA
OG0004976	PBAR_22032-RA	LHUM_13501-RA
OG0004977	PBAR_14483-RA	LHUM_16975-RA
OG0004978	PBAR_ar_RpS26-1	LHUM_10339-RA
OG0004979	PBAR_11281-RA	LHUM_10337-RA
OG0004980	PBAR_11274-RA	LHUM_10350-RA
OG0004981	PBAR_ar_RpL35A-1	LHUM_16045-RA
OG0004982	PBAR_15916-RA	LHUM_16040-RA
OG0004983	PBAR_15915-RA	LHUM_16044-RA
OG0004984	PBAR_13044-RA	LHUM_15177-RA
OG0004985	PBAR_13039-RA	LHUM_11532-RA
OG0004986	PBAR_13041-RA	LHUM_11536-RA
OG0004987	PBAR_13042-RA	LHUM_11528-RA
OG0004988	PBAR_13040-RA	LHUM_11534-RA
OG0004989	PBAR_10742-RA	LHUM_23779-RA
OG0004990	PBAR_11613-RA	LHUM_23780-RA
OG0004992	PBAR_10745-RA	LHUM_23783-RA
OG0004993	PBAR_10739-RA	LHUM_13927-RA
OG0004994	PBAR_10743-RA	LHUM_10628-RA
OG0004995	PBAR_11280-RA	LHUM_10632-RA
OG0004996	PBAR_11287-RA	LHUM_10634-RA
OG0004997	PBAR_11286-RA	LHUM_11032-RA
OG0004998	PBAR_11296-RA	LHUM_11031-RA
OG0004999	PBAR_11295-RA	LHUM_11028-RA
OG0005000	PBAR_11283-RA	LHUM_11608-RA
OG0005001	PBAR_10737-RA	LHUM_11034-RA
OG0005002	PBAR_11294-RA	LHUM_11030-RA
OG0005003	PBAR_14450-RA	LHUM_16034-RA
OG0005004	PBAR_14446-RA	LHUM_16027-RA
OG0005005	PBAR_14448-RA	LHUM_16028-RA
OG0005006	PBAR_10738-RA	LHUM_10351-RA
OG0005007	PBAR_14449-RA	LHUM_16026-RA
OG0005009	PBAR_14453-RA	LHUM_16039-RA
OG0005010	PBAR_14456-RA	LHUM_16041-RA
OG0005011	PBAR_14452-RA	LHUM_16037-RA
OG0005012	PBAR_14455-RA	LHUM_16029-RA
OG0005013	PBAR_14454-RA	LHUM_12598-RA
OG0005014	PBAR_14476-RA	LHUM_12592-RA
OG0005015	PBAR_14459-RA	LHUM_16043-RA
OG0005016	PBAR_17172-RA	LHUM_12602-RA
OG0005017	PBAR_14477-RB	LHUM_12601-RA
OG0005018	PBAR_14491-RA	LHUM_16770-RA
OG0005019	PBAR_14497-RA	LHUM_23804-RA
OG0005020	PBAR_14486-RA	LHUM_12439-RA
OG0005021	PBAR_14489-RA	LHUM_23798-RA
OG0005022	PBAR_14498-RA	LHUM_12440-RA
OG0005023	PBAR_24197-RA	LHUM_23814-RA
OG0005024	PBAR_14492-RA	LHUM_23800-RB
OG0005025	PBAR_24198-RA	LHUM_23812-RA
OG0005026	PBAR_24199-RA	LHUM_23807-RA
OG0005027	PBAR_24196-RA	LHUM_23813-RA
OG0005028	PBAR_24193-RA	LHUM_23809-RA
OG0005029	PBAR_24192-RA	LHUM_23808-RA
OG0005030	PBAR_22191-RA	LHUM_23825-RA
OG0005031	PBAR_22189-RA	LHUM_23828-RA
OG0005032	PBAR_22192-RA	LHUM_23827-RA
OG0005033	PBAR_22188-RA	LHUM_23826-RA
OG0005034	PBAR_22193-RA	LHUM_23829-RA
OG0005035	PBAR_22178-RA	LHUM_23834-RA
OG0005036	PBAR_22180-RA	LHUM_23839-RA
OG0005038	PBAR_22184-RA	LHUM_23845-RA
OG0005039	PBAR_22182-RA	LHUM_23844-RA
OG0005040	PBAR_22179-RA	LHUM_23836-RA
OG0005041	PBAR_17187-RA	LHUM_23843-RA
OG0005042	PBAR_17181-RA	LHUM_23850-RA
OG0005043	PBAR_22183-RA	LHUM_23846-RA
OG0005044	PBAR_22171-RA	LHUM_23849-RA
OG0005045	PBAR_17177-RA	LHUM_23854-RA
OG0005046	PBAR_17176-RA	LHUM_12396-RA
OG0005047	PBAR_22168-RA	LHUM_12402-RA
OG0005048	PBAR_14482-RA	LHUM_12407-RA
OG0005049	PBAR_14480-RA	LHUM_12403-RA
OG0005050	PBAR_15773-RA	LHUM_14379-RA
OG0005051	PBAR_ar_homer-1	LHUM_12404-RA
OG0005052	PBAR_15770-RA	LHUM_14383-RA
OG0005053	PBAR_15779-RA	LHUM_12401-RA
OG0005054	PBAR_15771-RA	LHUM_12408-RA
OG0005055	PBAR_15768-RA	LHUM_12399-RA
OG0005056	PBAR_15769-RA	LHUM_12405-RA
OG0005057	PBAR_15772-RA	LHUM_12410-RA
OG0005058	PBAR_15775-RA	LHUM_14381-RA
OG0005059	PBAR_22207-RA	LHUM_14390-RA
OG0005060	PBAR_22195-RA	LHUM_14387-RA
OG0005061	PBAR_22204-RA	LHUM_20009-RA
OG0005062	PBAR_22202-RA	LHUM_14392-RA
OG0005063	PBAR_22206-RA	LHUM_20011-RA
OG0005064	PBAR_22210-RA	LHUM_20007-RA
OG0005065	PBAR_22200-RA	LHUM_20006-RA
OG0005066	PBAR_22216-RA	LHUM_20001-RA
OG0005067	CG_02546089	LHUM_20003-RA
OG0005068	PBAR_22214-RA	LHUM_20002-RA
OG0005069	PBAR_22217-RA	LHUM_20005-RA
OG0005070	PBAR_22225-RA	LHUM_23793-RA
OG0005071	PBAR_22236-RA	LHUM_23791-RA
OG0005072	PBAR_22224-RA	LHUM_23796-RA
OG0005073	PBAR_22226-RA	LHUM_23784-RA
OG0005074	PBAR_22222-RA	LHUM_23797-RA
OG0005075	PBAR_22233-RA	LHUM_23789-RA
OG0005076	PBAR_22227-RA	LHUM_23794-RA
OG0005077	PBAR_22223-RA	LHUM_23795-RA
